adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/rdDcZHklNkHHApjcBd0qTK7YzJr.jpg,,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",,308504,tt2493486,en,Last Knights,"When an evil emperor executes their leader, his band of knights – bound by duty and honour – embarks on a journey of vengeance that will not come to an end until they've destroyed their mortal foe.",20.785,/uGqlk7Hu8FRLVDcFZ16NxTy09ZE.jpg,"[{'id': 46441, 'logo_path': None, 'name': 'Luka Productions', 'origin_country': ''}, {'id': 80834, 'logo_path': '/gWVVa74FMdRGXSnRroASmlNBEtU.png', 'name': 'Route One Entertainment', 'origin_country': 'US'}, {'id': 87208, 'logo_path': None, 'name': 'Sovik Global Contents Fund', 'origin_country': ''}, {'id': 87211, 'logo_path': '/lzBP1lTYoqqfvGriMMdlvFWDRH7.png', 'name': 'DMM.com', 'origin_country': 'JP'}, {'id': 88607, 'logo_path': None, 'name': 'Union Investment Partners', 'origin_country': 'KR'}, {'id': 7036, 'logo_path': '/javbyY0ZCvlFJtly3tpZqf2NwLX.png', 'name': 'CJ Entertainment', 'origin_country': 'KR'}, {'id': 87210, 'logo_path': '/8MqKP6o6n0VMeIKc1sP2G8DGnBe.png', 'name': 'Channel A', 'origin_country': 'KR'}, {'id': 20473, 'logo_path': '/yhe5gpAhQicancYMbFzAXARrdzl.png', 'name': 'Czech Anglo Productions', 'origin_country': 'CZ'}, {'id': 7819, 'logo_path': '/ghFZAt4edln0M7BzDExyYMzUGX1.png', 'name': 'Lotte Entertainment', 'origin_country': 'KR'}, {'id': 87212, 'logo_path': None, 'name': 'Maeil Broadcasting Network', 'origin_country': ''}, {'id': 2520, 'logo_path': None, 'name': 'Arclight Films', 'origin_country': 'US'}, {'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}]","[{'iso_3166_1': 'CZ', 'name': 'Czech Republic'}, {'iso_3166_1': 'JP', 'name': 'Japan'}, {'iso_3166_1': 'KR', 'name': 'South Korea'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-04-03,3643591,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Last Knights,False,6.44,1021
False,/nfBT7RR8kYFBORhVhcCqk5T0ZiX.jpg,,0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 12, 'name': 'Adventure'}]",,527400,tt5714470,en,Come Away,"Before Alice went to Wonderland, and before Peter became Pan, they were brother and sister. When their eldest brother dies in a tragic accident, they each seek to save their parents from their downward spirals of despair until finally they are forced to choose between home and imagination, setting the stage for their iconic journeys into Wonderland and Neverland.",20.561,/vwa0DgR2tHMouIDTJWje2k7Pp30.jpg,"[{'id': 88045, 'logo_path': None, 'name': 'Fred Films', 'origin_country': 'GB'}, {'id': 65927, 'logo_path': '/6rf8qmo7Q4SP3qhxZHAwaE4AKv6.png', 'name': 'Yoruba Saxon Productions', 'origin_country': 'US'}, {'id': 89171, 'logo_path': '/c3ttVfx0itQzk2vOR0053qzzd3B.png', 'name': 'Endurance Media', 'origin_country': 'US'}, {'id': 106754, 'logo_path': '/1H4YyGx74OTzPtPIcuF3iAEjzz6.png', 'name': 'Hammerstone Studios', 'origin_country': 'US'}, {'id': 20658, 'logo_path': None, 'name': 'TinRes Entertainment', 'origin_country': 'BS'}, {'id': 112399, 'logo_path': '/plWc00ADe9sk3srODk9EhER2WcY.png', 'name': 'ACE Pictures Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'BS', 'name': 'Bahamas'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-11-12,1746860,94,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"A story about courage, wonder and never growing old.",Come Away,False,5.8,273
False,/uD6AG36ykWAwKfSrLBuaVmpRC0.jpg,"{'id': 256287, 'name': 'Justice League (Animated) Collection', 'poster_path': '/5qm3MlCJkAtEUvnGPYwnKzrgAIO.jpg', 'backdrop_path': '/v4ijBegXGXDltrqRbhlEQqfoDl2.jpg'}",3500000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",http://www.dccomics.com/movies/justice-league-war-2014,217993,tt3060952,en,Justice League: War,"The world is under attack by an alien armada led by the powerful Apokoliptian, Darkseid. A group of superheroes consisting of Superman, Batman, Wonder Woman, The Flash, Green Lantern, Cyborg, and Shazam must set aside their differences and gather together to defend Earth.",20.31,/pdNprWYdgcB8z4FLD3BhRmhEys1.jpg,"[{'id': 9993, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Entertainment', 'origin_country': 'US'}, {'id': 2785, 'logo_path': '/l5zW8jjmQOCx2dFmvnmbYmqoBmL.png', 'name': 'Warner Bros. Animation', 'origin_country': 'US'}, {'id': 429, 'logo_path': '/2Tc1P3Ac8M479naPp1kYT3izLS5.png', 'name': 'DC Comics', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2014-01-21,5155325,79,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,A time when heroes became legends.,Justice League: War,False,7.417,1029
False,/nz8xWrTKZzA5A7FgxaM4kfAoO1W.jpg,,0,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 27, 'name': 'Horror'}]",,651571,tt9820556,en,Breach,"A hardened mechanic must stay awake and maintain an interstellar ark fleeing the dying planet Earth with a few thousand lucky souls on board... the last of humanity. Unfortunately, humans are not the only passengers. A shapeshifting alien creature has taken residence, its only goal is to kill as many people as possible. The crew must think quickly to stop this menace before it destroys mankind.",19.314,/13B6onhL6FzSN2KaNeQeMML05pS.jpg,"[{'id': 68628, 'logo_path': '/ez4m0Hw5puaHjNvGEcf6YbFaaNL.png', 'name': '308 Enterprises', 'origin_country': 'CA'}, {'id': 111475, 'logo_path': '/vNz6AhnDHvpiSHSc3OzHyDawr0Z.png', 'name': 'Almost Never Films', 'origin_country': 'US'}, {'id': 5322, 'logo_path': '/6Vk4WZnKJuC6z6HKBGFirbWwWwV.png', 'name': 'Aloe Entertainment', 'origin_country': 'US'}, {'id': 6353, 'logo_path': '/7Fs0fMLWrPUaM3H0PK4hbnuEE1g.png', 'name': 'Screen Media Films', 'origin_country': 'US'}, {'id': 76992, 'logo_path': '/mw3j3P8SUQJKLSJQrLKuSDO9Xr6.png', 'name': 'Saban Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-12-17,39328,92,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Deep in space they are not alone.,Breach,False,4.2,613
False,/zxHHmvUYlYhBuBmZpIrjnamCO3c.jpg,"{'id': 448758, 'name': 'Børning Collection', 'poster_path': '/o9lgTHoVWA5uzJYyZElwPaMfSQy.jpg', 'backdrop_path': None}",8129089,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",,505746,tt6527456,no,Børning 3,"The third and final instalment in the Burnout trilogy. This time, the road leads through Norway, to Sweden, Denmark and finally Germany to race on the famous racing track, Nürburgring.",18.792,/4xga1DMRKfdkS6uzLwzCGvbRiyL.jpg,"[{'id': 1003, 'logo_path': None, 'name': 'Filmkameratene', 'origin_country': 'NO'}, {'id': 40808, 'logo_path': None, 'name': 'Gifted Films', 'origin_country': ''}, {'id': 11009, 'logo_path': '/hZuQIikrZNIvJXx4dkIwfeC0IO7.png', 'name': 'The Post Republic', 'origin_country': 'DE'}, {'id': 28280, 'logo_path': '/4XkYAqKhx99QaZ9Er0YQuXpLIS6.png', 'name': 'Tobis Film', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'NO', 'name': 'Norway'}]",2020-10-14,0,100,"[{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}, {'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}, {'english_name': 'Swedish', 'iso_639_1': 'sv', 'name': 'svenska'}, {'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}, {'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}]",Released,From The Trolls' Path to Nürburgring,Asphalt Burning,False,5.6,114
False,/6tEABGb8Gzu2dXgcT8u2Zpux2Up.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,35838,tt0066491,es,Tristana,"As a young woman, Tristana is orphaned and taken under the guardianship of Don Lope, a respected member of the community, who takes advantage of his innocent charge. When Tristana falls in love with artist Horacio, she must learn to be more assertive in order to achieve independence from her nefarious guardian, or her blossoming relationship with Horatio is doomed.",14.288,/h4GsNOMYvoza0kQDMLcyHeo51W3.jpg,"[{'id': 8016, 'logo_path': None, 'name': 'Época Films', 'origin_country': 'ES'}, {'id': 428, 'logo_path': None, 'name': 'Talía Films', 'origin_country': 'ES'}, {'id': 11398, 'logo_path': None, 'name': 'Selenia Cinematografica', 'origin_country': 'IT'}, {'id': 1398, 'logo_path': None, 'name': 'Les Films Corona', 'origin_country': 'FR'}]","[{'iso_3166_1': 'ES', 'name': 'Spain'}, {'iso_3166_1': 'FR', 'name': 'France'}, {'iso_3166_1': 'IT', 'name': 'Italy'}]",1970-03-29,0,98,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Somewhere between the innocent girl and the not so innocent mistress is the bizarre, sensuous story of Tristana",Tristana,False,7.3,232
False,/jrsB8tChsAFTQilhsS8fxNTuear.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",https://www.fatimathemovie.com/,520318,tt2197936,en,Fatima,"In 1917, outside the parish of Fátima, Portugal, a 10-year-old girl and her two younger cousins witness multiple visitations of the Virgin Mary, who tells them that only prayer and suffering will bring an end to World War I.  As secularist government officials and Church leaders try to force the children to recant their story, word of the sighting spreads across the country, inspiring religious pilgrims to flock to the site in hopes of witnessing a miracle..",13.737,/lfA46pZbk4kxIaQvHyBPq0KH84Q.jpg,"[{'id': 82314, 'logo_path': None, 'name': 'Origin Entertainement Pictures', 'origin_country': ''}, {'id': 126549, 'logo_path': None, 'name': 'Rose Pictures', 'origin_country': ''}, {'id': 109552, 'logo_path': None, 'name': 'Panorama Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'PT', 'name': 'Portugal'}]",2020-08-13,0,113,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"In 1917, in the midst of a world war, people needed hope. They received a miracle.",Fatima,False,7.403,165
False,/t4V82jen6LKBjs8WMuMpGxbtFgJ.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",,633908,tt7970348,en,The Stand In,"When ordered to serve a year in rehab, actress Candy hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places.",11.334,/twQeFldoNaDnMYXmZNXpm3NHlhP.jpg,"[{'id': 25140, 'logo_path': '/6SeV4YCwyIDktJlvrVwiEDSLovF.png', 'name': 'The Exchange', 'origin_country': 'US'}, {'id': 19813, 'logo_path': None, 'name': 'Flower Films', 'origin_country': 'US'}, {'id': 290, 'logo_path': '/jrgCuaQsY9ouP5ILZf4Dq4ZOkIX.png', 'name': 'Ingenious Media', 'origin_country': 'GB'}, {'id': 144062, 'logo_path': None, 'name': 'Polyphemus Productions', 'origin_country': 'GB'}, {'id': 144063, 'logo_path': None, 'name': 'Wrigley Media', 'origin_country': 'US'}, {'id': 76992, 'logo_path': '/mw3j3P8SUQJKLSJQrLKuSDO9Xr6.png', 'name': 'Saban Films', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2020-12-03,0,101,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Steal the spotlight.,The Stand In,False,5.4,105
False,/cIGPPTfxKvoezGB4yxmIqa33ROn.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 10770, 'name': 'TV Movie'}]",,734280,tt13318052,en,Midnight at the Magnolia,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.,11.115,/gOfLcgmRYQ04ihwkNKzM6Vn4CnV.jpg,"[{'id': 124756, 'logo_path': '/464kIonX9LVW2oaygXrIeYLHcoo.png', 'name': 'Neshama Entertainment', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2020-11-05,0,87,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"This New Year's Eve, the countdown to love is on.",Midnight at the Magnolia,False,6.3,220
False,/7wzalLhq27huAGTsnFY25osOJBe.jpg,,0,"[{'id': 35, 'name': 'Comedy'}]",https://www.netflix.com/title/81381736,629277,tt13667212,ko,차인표,"With the peak of his career long behind him, an actor clings to his past glory — until a sudden wake-up call forces him to face who he's become.",9.504,/fzUXLPjTDihfcnCxWdVJOAj6oCd.jpg,"[{'id': 112752, 'logo_path': '/konEnW2gyAYBRhRv5E6wBlRBYnD.png', 'name': 'about Film', 'origin_country': 'KR'}, {'id': 7819, 'logo_path': '/ghFZAt4edln0M7BzDExyYMzUGX1.png', 'name': 'Lotte Entertainment', 'origin_country': 'KR'}]","[{'iso_3166_1': 'KR', 'name': 'South Korea'}]",2021-01-01,0,102,"[{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}]",Released,,What Happened to Mr Cha?,False,6.8,25
False,/3b8dr7c6njJFbxJowSqOHTLIjcG.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",https://roadshow.com.au/titles/movies/roadshow/2020/rams,659994,tt8737608,en,Rams,"In remote Western Australia, two estranged farmer brothers, Colin and Les, are at war. But when Les' prize ram is diagnosed with a rare and lethal illness, authorities order a purge of every sheep in the valley—so the brothers must work together to reunite their family, save their herd, and bring their community back together.",9.006,/6YPtbdNnZQAnBL0sBA0AKNykdIT.jpg,"[{'id': 13675, 'logo_path': '/tHVRMDKKx4NR3lAgZZlthCMEJFf.png', 'name': 'Village Roadshow Entertainment', 'origin_country': 'AU'}, {'id': 55254, 'logo_path': None, 'name': 'WBMC', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2020-10-15,4155492,119,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,"Where there's a wool, there's a way",Rams,False,6.311,66
False,/f9gf70WfMM8wmDu86ivaTqPkyoH.jpg,,84919,"[{'id': 99, 'name': 'Documentary'}]",https://www.netflix.com/title/81074662,774054,tt13583144,en,The Minimalists: Less Is Now,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.,7.844,/1foXpKnMMAL1OzBrCS3CcwnHO7S.jpg,"[{'id': 146554, 'logo_path': None, 'name': 'Booklight Productions', 'origin_country': ''}, {'id': 146555, 'logo_path': None, 'name': 'Catalyst Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2021-01-01,0,53,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,The Minimalists: Less Is Now,False,6.2,124
False,/vPsdnLr2v48UBE8Y50W8QGXXpBR.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,841793,tt13443812,pt,Ilhados,Tensions run high while food runs low as six influencers find themselves stranded on a secluded island after plans for a weekend escape go awry.,4.914,/jZonuUeC9bH2D5A609w7nkplhyj.jpg,[],"[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2021-01-02,0,83,"[{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Stranded,False,4.852,44
False,/nsPyrbrTNH4enowtLhFUUdJ9SXA.jpg,,0,"[{'id': 18, 'name': 'Drama'}]",,1077634,tt14469296,es,Tierra en llamas,"Just when everyone thought the nightmare was over, a new menace strikes the city in a savage and bloody manner.",1.396,/oF6EnPazh9BcuVrXxaX9nrrYS9Y.jpg,"[{'id': 194354, 'logo_path': None, 'name': 'Marcos Almada', 'origin_country': ''}]",[],2021-01-01,0,99,"[{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,,Tierra en llamas,False,2.0,1
False,/tFxuxpy29cjdb7hq2kyUTJfZkQx.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",,1117441,,en,Super Senses,"We take our features, our noses, eyes, and ears for granted, but they are pretty weird things until you look at the nose of a tapir or desman, the eyes of a cuttlefish or chameleon, or the ears of a seal or elephant. There is an almost endless variety of designs, and some are downright odd!",1.355,/5576DaXP77LekUpzhTEDKU82Rss.jpg,"[{'id': 139909, 'logo_path': None, 'name': 'Doclights GMBH', 'origin_country': ''}, {'id': 18407, 'logo_path': '/cI9BOAZbURxD8hrbtbB4ncwZzox.png', 'name': 'NDR Naturfilm', 'origin_country': 'DE'}]",[],2021-01-01,0,52,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Super Senses,False,0.0,0
False,,,0,"[{'id': 9648, 'name': 'Mystery'}]",,1233024,tt13880682,ca,Herència,"During the Spanish post-war period, an undertaker kills a person to collect money from the burial. The atrocities of the war and the acts of the past will come to light when a girl discovers the murder and starts blackmailing him.",1.106,/g1YWiqxfQreq567xX2HuduYHWIf.jpg,[],[],2021-01-01,0,28,"[{'english_name': 'Catalan', 'iso_639_1': 'ca', 'name': 'Català'}]",Released,,Herència,False,0.0,0
False,,,0,[],,1246756,,en,African Nostalgia,"Africa seen and described through the eyes of a wildlife photographer who has always been fascinated by the unique atmosphere of this extraordinary continent. A tale of the sensation of breathing the air of Africa, admiring its fiery skies and observing the daily activities of its animals, frequently caught in unusual poses.",0.855,/7Y1CzyZBJYUslEKTykAuL6cqkcv.jpg,[],[],2021-01-01,0,54,[],Released,,African Nostalgia,False,0.0,0
False,/un4vjGWubGfCRmYqWK2RVfbZixH.jpg,,0,"[{'id': 99, 'name': 'Documentary'}]",https://www.3ddproductions.com/princess-diana-who-do-you-think-she-was,1048971,,en,Princess Diana: Who Do You Think She Was?,"We know how the story ends. But how did it all begin? Who was Diana before the palace, before the paparazzi? Behind the modern legend that is ‘Diana, Princess of Wales’ lie many other stories – in her childhood and in her family’s past. For, long before she was a Royal, she was a Spencer.",0.605,/qs1G4B2XxnZydUPmum1rbCZICh5.jpg,"[{'id': 48830, 'logo_path': None, 'name': '3DD Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2021-01-01,0,44,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Princess Diana: Who Do You Think She Was?,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,957855,,en,Hidden Germany,"Hidden Germany has some of Europe’s most famous and exciting cities, but that’s nothing compared to its natural wonders for those willing to step off the beaten track. Great lakes and rivers team with fish and birdlife, ancient and vast forests hide boars and lynx.",0.605,/cOFxqJ92wsjS0vMRcNHQoQEvOez.jpg,"[{'id': 139909, 'logo_path': None, 'name': 'Doclights GMBH', 'origin_country': ''}, {'id': 18407, 'logo_path': '/cI9BOAZbURxD8hrbtbB4ncwZzox.png', 'name': 'NDR Naturfilm', 'origin_country': 'DE'}]","[{'iso_3166_1': 'DE', 'name': 'Germany'}]",2021-01-01,0,50,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Hidden Germany,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,928765,,en,Glorious Grasslands,"Like a sea of grass, the savannah, prairie, and meadows are among the most productive habitats on Earth, housing some of the greatest concentrations of big game and the most dramatic interactions of predator and prey.",0.605,/uFgkQbQU6t67RQDCTtJx9vVZxsm.jpg,[],[],2021-01-01,0,50,[],Released,,Glorious Grasslands,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,928567,,en,Clean Up Crew,"Imagine if all waste just lay where it fell. We’d all be drowning in feces rotting plants and animal corpses, were it not for the cleanup crew. Often unfairly despised, we should see these animals, crabs, dung beetles, vultures and crows as our heroes, keeping us safe from diseases.",0.6,/6Zcw5CSurjEyObFXA5HkfYijv4u.jpg,[],[],2021-01-01,0,48,[],Released,,Clean Up Crew,False,0.0,0
False,,,0,[],,928561,,en,Deserts,"All habitats present challenges to life, but few more so than the desert, but still, even here, life abounds, from little foxes to speed lizards and light-footed gazelles to huge camels. Each one finds its own ways to exploit and conserve food and water, creating new dramas every day.",0.6,/4bpxMBx809egUIqXICFJagd8rQQ.jpg,[],[],2021-01-01,0,50,[],Released,,Deserts,False,0.0,0
False,,,0,"[{'id': 99, 'name': 'Documentary'}]",,785244,tt12612110,en,Laos from Above,"The Lanexang Kingdom country has been divided into three Kingdoms: the Vientiane Kingdom, the Luang Prabang Kingdom, and the Champasak Kingdom. Each of these three has developed its capital city into great cornerstones of the nation of Laos. Explore these three old capitals and other unique areas of Laos from breathtaking heights, such as Xiengkouang, where the scars of the war remain.",0.6,/h53sgRMLAqVoEtr5AKBHSIXdFOi.jpg,[],"[{'iso_3166_1': 'FR', 'name': 'France'}]",2020-01-25,0,53,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,,Laos from Above,False,0.0,0
